0	0	0.155	2.31546
0.816667	0.6763	0.205	2.22264
0.866667	0.509362	0.215	2.14986
0.933333	0.289103	0.205	2.147
0.966667	0.172393	0.17	2.11263
0.9	0.338262	0.185	2.10274
0.9	0.257315	0.185	2.08414
0.933333	0.207826	0.165	2.07008
0.9	0.353537	0.205	2.05043
0.916667	0.291802	0.225	2.03327
0.983333	0.107848	0.305	1.95871
0.983333	0.0803902	0.25	1.96204
0.866667	0.294069	0.225	1.98351
0.933333	0.210117	0.335	1.91259
0.983333	0.137005	0.425	1.86365
1.0	0.063131	0.375	1.87912
1.0	0.0567841	0.425	1.81214
0.966667	0.112107	0.375	1.81444
0.933333	0.207901	0.415	1.79355
0.966667	0.136121	0.44	1.72329
0.983333	0.0955326	0.495	1.7408
0.983333	0.0683493	0.52	1.71676
0.95	0.110221	0.48	1.67575
0.983333	0.107581	0.565	1.62841
0.933333	0.10628	0.535	1.62572
0.966667	0.125948	0.59	1.5683
0.966667	0.206203	0.645	1.54522
0.933333	0.177984	0.645	1.477
0.966667	0.103877	0.745	1.41215
1.0	0.0663216	0.69	1.38802
0.983333	0.0894609	0.76	1.36117
0.966667	0.0938518	0.855	1.26675
0.966667	0.0862908	0.85	1.27423
0.983333	0.0935874	0.865	1.25167
0.916667	0.194798	0.93	1.17871
0.966667	0.0982415	0.895	1.16581
0.95	0.150811	0.96	1.11029
0.983333	0.0654797	0.965	1.06949
0.95	0.13193	0.95	1.05171
0.966667	0.0931441	0.96	1.01206
1.0	0.034748	0.975	0.937206
0.983333	0.0648419	0.985	0.920206
0.966667	0.0901256	0.98	0.921946
0.95	0.124812	0.955	0.926834
0.966667	0.0839023	0.895	0.959678
0.983333	0.143253	0.96	0.854344
0.933333	0.226203	0.975	0.824107
0.983333	0.0853567	0.97	0.801656
0.95	0.0826325	0.97	0.748135
0.933333	0.110412	0.96	0.752544
0.983333	0.0504836	0.985	0.676387
1.0	0.0381399	0.985	0.612486
0.966667	0.0683407	0.985	0.588696
1.0	0.0233099	0.985	0.543718
0.983333	0.0620301	0.985	0.501565
0.983333	0.0413709	0.99	0.494141
1.0	0.0670099	0.995	0.479439
0.983333	0.0542035	0.98	0.449114
1.0	0.0740518	0.99	0.417069
0.966667	0.0589514	0.99	0.396126
1.0	0.0358948	0.99	0.405926
0.983333	0.0387472	0.99	0.370903
1.0	0.0190501	1.0	0.37315
0.95	0.196061	0.99	0.363485
0.966667	0.0597072	0.985	0.377597
0.983333	0.047476	0.98	0.329336
1.0	0.0352175	0.985	0.305817
0.983333	0.0893598	0.99	0.31432
1.0	0.0174834	0.99	0.278799
0.966667	0.0723478	0.995	0.29292
0.966667	0.101132	0.985	0.280896
1.0	0.0256594	0.98	0.315003
1.0	0.0295365	0.98	0.306654
1.0	0.036882	0.985	0.25823
1.0	0.0432933	0.99	0.209226
0.983333	0.0561712	0.98	0.206186
0.983333	0.0670597	0.99	0.207583
1.0	0.00702361	0.98	0.191405
0.983333	0.0488165	0.99	0.170462
0.983333	0.0579831	0.99	0.165069
