0	0	0.1	2.33525
0.233333	2.20419	0.22	2.22965
0.433333	2.03893	0.4	2.08279
0.45	1.81283	0.52	1.82361
0.65	1.47268	0.53	1.58413
0.616667	1.40383	0.67	1.27125
0.75	1.00867	0.71	1.05746
0.75	0.879155	0.75	0.926039
0.716667	0.941895	0.74	0.848854
0.716667	0.768387	0.795	0.747455
0.7	0.82591	0.785	0.696447
0.75	0.801408	0.735	0.711043
0.783333	0.702121	0.825	0.602496
0.816667	0.610353	0.805	0.554653
0.8	0.647679	0.82	0.567861
0.783333	0.538902	0.84	0.534868
0.883333	0.429902	0.86	0.461898
0.85	0.580261	0.86	0.496001
0.85	0.44098	0.885	0.44271
0.816667	0.622097	0.85	0.464932
0.916667	0.281053	0.895	0.393057
0.833333	0.515098	0.88	0.412353
0.866667	0.41728	0.875	0.388456
0.866667	0.378506	0.9	0.371411
0.816667	0.435056	0.905	0.363519
0.883333	0.386743	0.92	0.307976
0.9	0.54018	0.89	0.330633
0.883333	0.354791	0.91	0.333926
0.833333	0.423335	0.925	0.35149
0.8	0.581567	0.905	0.303999
0.9	0.303701	0.91	0.310227
0.833333	0.452403	0.92	0.284223
0.9	0.415508	0.935	0.266644
0.85	0.399851	0.905	0.289647
0.95	0.21405	0.92	0.278457
0.933333	0.235123	0.935	0.257505
0.85	0.494965	0.93	0.251378
0.966667	0.202395	0.955	0.241605
0.9	0.411918	0.925	0.26452
0.833333	0.388533	0.95	0.208729
0.883333	0.3807	0.96	0.203701
0.85	0.529312	0.945	0.236973
0.95	0.206006	0.92	0.221431
0.933333	0.451836	0.945	0.202924
0.95	0.17982	0.965	0.192014
0.9	0.264193	0.94	0.221885
0.916667	0.43212	0.94	0.218258
0.883333	0.31818	0.955	0.216526
0.966667	0.156421	0.95	0.184968
0.883333	0.332011	0.955	0.197769
0.933333	0.242444	0.96	0.186283
0.866667	0.411902	0.955	0.178337
0.916667	0.217235	0.945	0.187586
0.916667	0.23897	0.96	0.177621
0.95	0.189441	0.95	0.176873
0.916667	0.262502	0.95	0.185709
0.916667	0.256427	0.95	0.160419
0.883333	0.466681	0.97	0.145581
0.966667	0.19338	0.965	0.155647
0.916667	0.34058	0.955	0.160304
0.883333	0.419939	0.96	0.151445
0.933333	0.253482	0.975	0.1326
0.916667	0.244206	0.96	0.147193
0.95	0.263587	0.955	0.150599
0.966667	0.115925	0.955	0.159222
0.933333	0.23403	0.96	0.138613
0.983333	0.158656	0.965	0.146968
0.883333	0.246466	0.965	0.145713
0.95	0.21962	0.955	0.164703
0.966667	0.243945	0.965	0.13333
0.95	0.279947	0.96	0.155281
0.933333	0.179048	0.96	0.125989
0.916667	0.233995	0.97	0.150969
0.966667	0.200617	0.955	0.151296
0.916667	0.233461	0.98	0.135931
0.933333	0.347603	0.975	0.121121
0.9	0.368462	0.975	0.118343
0.966667	0.190432	0.965	0.11205
0.933333	0.196947	0.98	0.108643
0.883333	0.278345	0.975	0.116155
